title,description,text,category,priority
Sewage entering houses,Sewage water entering houses near Market Area causing property damage,sewage entering houses. sewage water entering houses near market area causing property damage,Sanitation,High
Faded road markings,Faded road markings near Main Road need repainting,faded road markings. faded road markings near main road need repainting,Roads,Low
Open sewage overflow,Sewage overflowing near Residential Colony causing health risk and foul smell,open sewage overflow. sewage overflowing near residential colony causing health risk and foul smell,Sanitation,High
Power supply problem,Power supply problem near Market Area - this is about electricity not water,power supply problem. power supply problem near market area - this is about electricity not water,Electricity,High
Low water pressure,Low water pressure near Ward 1 affecting daily use,low water pressure. low water pressure near ward 1 affecting daily use,Water,Medium
Minor tap leakage,Minor leakage from tap near Bus Stand needs fixing,minor tap leakage. minor leakage from tap near bus stand needs fixing,Water,Low
Garbage not collected,Garbage not collected for many days near Ward 2 causing health hazard,garbage not collected. garbage not collected for many days near ward to causing health hazard,Sanitation,High
Water timing delay,Water timing delay near Near Hospital causing minor inconvenience,water timing delay. watr timng delay near near hspital csing minr incnvnience,Water,Low
Electric sparks during rain,Electric sparks during rain near Ward 1 causing fire risk,electric sparks during rain. electric sparks during rain near ward 1 causing fire risk,Electricity,High
Dirty drinking water,Dirty drinking water supplied near Market Area causing health risk,dirty drinking water. drty drinking water sppled nr markt area cusing hlth rsk,Water,High
Frequent power cuts,Frequent power cuts near Bus Stand affecting daily life,frequent power cuts. frequent power cuts near bus stand affecting daily life,Electricity,Medium
Electric pole damaged,Electric pole damaged near Near School - this is about electricity not road infrastructure,electric pole damaged. electric pole damaged near near school - this is about electricity not road infrastructure,Electricity,High
Garbage not collected,Garbage not collected for many days near Residential Colony causing health hazard,garbage not collected. garbage not collected for many days near residential colony causing health hazard,Sanitation,High
Electric pole tilted,Electric pole tilted near Main Road needs correction,electric pole tilted. electric pole tilted near main road needs correction,Electricity,Medium
Dust on roadside,Dust on roadside near Bus Stand needs cleaning,dust on roadside. dust on roadside near bus stand needs cleaning,Roads,Low
Traffic pole bent,Traffic pole bent near Ward 3 - this is about road infrastructure not electricity,traffic pole bent. traffic pole bent near ward 3 - this is about road infrastructure not electricity,Roads,High
Water contamination,Water contamination causing illness near Sector 7,water contamination. water contamination causing illness near sector 7,Water,High
Bridge damaged,Bridge damaged near Near School requires immediate attention,bridge damaged. bridge damaged near near school requires immediate attention,Roads,High
Frequent power cuts,Frequent power cuts near Ward 1 affecting daily life,frequent power cuts. frequent power cuts near ward 1 affecting daily life,Electricity,Medium
Bad smell from bins,Bad smell from waste bins near Near Hospital affecting residents,bad smell from bins. bad smell from waste bins near near hospital affecting residents,Sanitation,Medium
Old electric pole,Old electric pole near Near Hospital needs replacement,old electric pole. old electric pole near near hospital needs replacement,Electricity,Low
Garbage not collected,Garbage not collected for many days near Ward 3 causing health hazard,garbage not collected. garbage not collected for many days near ward 3 causing health hazard,Sanitation,High
Road flooded blocking traffic,Road flooded near Sector 7 blocking traffic completely,road flooded blocking traffic. road flooded near sector 7 blocking traffic completely,Roads,High
High voltage fluctuation,High voltage fluctuation damaging appliances near Market Area,high voltage fluctuation. high voltage fluctuation damaging appliances near market area,Electricity,High
Water pipeline burst,Water pipeline burst near Ward 3 flooding the area,water pipeline burst. water pipeline burst near ward 3 flooding the area,Water,High
Dry leaves accumulated,Dry leaves accumulated near Sector 7 need removal,dry leaves accumulated. dry leaves accumulated near sector 7 need removal,Sanitation,Low
Bent road sign,Road sign slightly bent near Main Road needs straightening,bent road sign. road sign slightly bent near main road needs straightening,Roads,Low
Water pressure fluctuates,Water pressure fluctuates slightly near Market Area,water pressure fluctuates. water pressure fluctuates slightly near market area,Water,Low
Deep pit on road,Deep pit on road near Near Hospital causing vehicle damage,deep pit on road. deep pit on road near near hospital causing vehicle damage,Roads,High
Waste collection delayed,Waste collection delayed by one day near Sector 5,waste collection delayed. waste collection delayed by one day near sector 5,Sanitation,Low
Road collapsed,Road collapsed near Ward 1 causing danger to vehicles,road collapsed. road collapsed near ward 1 causing danger to vehicles,Roads,High
Water supply issue,Water supply issue near Main Road - this is about water not electricity,water supply issue. water supply issue near main road - this is about water not electricity,Water,Low
Public tap not working,Public tap not working near Ward 2 needs repair,public tap not working. public tap not working near ward to needs repair,Water,Medium
Street lights not working,Street lights not working near Bus Stand causing safety concern,street lights not working. street lights not working near bus stand causing safety concern,Electricity,Medium
Major leakage flooding,Major leakage flooding road near Bus Stand blocking traffic,major leakage flooding. major leakage flooding road near bus stand blocking traffic,Water,High
Dry leaves accumulated,Dry leaves accumulated near Ward 1 need removal,dry leaves accumulated. dry leaves accumulated near ward 1 need removal,Sanitation,Low
